gene,AT2,Ciliated,Basal,AT1,Secretory,Goblet
MYOD1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MRGPRX4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SAA2,0.024450975,0.029612001,0.027680475,0.018865772,0.05296631,0.03848518
SAA1,0.029568864,0.038735595,0.03907629,0.023567583,0.061289385,0.045755837
MRGPRX1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC023078.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC090707.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC090857.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC040936.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC34,0.021542832,0.02378505,0.026463136,0.018540014,0.025433825,0.023627093
DCDC1,0.019799132,0.032453347,0.013594963,0.02696208,0.015717035,0.012612023
AL035078.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02722,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC113192.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LMO2,0.019241145,0.019714745,0.030861793,0.018445652,0.022088373,0.024423055
CD44,0.046525814,0.016708897,0.045999747,0.037567616,0.033045985,0.03610898
AC087277.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C11orf74,0.031664025,0.030632395,0.025346367,0.027228642,0.02711978,0.026139228
AC023442.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C11orf96,0.043236677,0.01393666,0.018383075,0.023470175,0.023345308,0.018820362
AC010768.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CD82,0.030861797,0.01950485,0.03500683,0.027576456,0.04310268,0.03870747
AC103681.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018716.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC103855.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC087442.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC044839.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MDK,0.025346369,0.020411352,0.036226653,0.02490617,0.05227768,0.050870817
AGBL2,0.016492803,0.023883747,0.01777135,0.020106068,0.01653171,0.01531277
OR4B1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4X1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4S1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4C5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4A47,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRIM64C,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4C13,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4C12,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4C46,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4A5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRIM48,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4A15,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4C11,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4S2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4C6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5D14,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5D18,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5L2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5D16,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TRIM51,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5W2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5I1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10AG1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5F1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR8H2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR8K5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5T2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5T3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5T1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR8K1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR8U1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5M9,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5M3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5M8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5M10,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5AP2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR9G1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5AK2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR9Q2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR1S2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10Q1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10W1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5B17,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5B2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5B21,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP001652.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5A2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4D6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4D11,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TCN1,0.012471583,0.012391605,0.018679958,0.012925957,0.030932253,0.036426723
LINC02705,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MS4A8,0.018329404,0.05426194,0.020153452,0.019153731,0.03545828,0.038121972
MS4A15,0.028933031,0.013466085,0.01208442,0.044796076,0.019062176,0.012291919
PPP1R32,0.018195631,0.024417225,0.01510131,0.019514173,0.015717035,0.015868708
LRRC10B,0.013384279,0.028036153,0.014664994,0.0136602,0.01610322,0.014873961
MYRF,0.020468988,0.012391605,0.014007713,0.041602757,0.012714772,0.025849853
SCGB2A1,0.020978522,0.02889137,0.016190015,0.013484227,0.023184657,0.03206194
SCGB1D4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP001458.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005273.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP003068.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CST6,0.025171414,0.027330868,0.013431005,0.04206859,0.021377886,0.015571152
GPR152,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ALDH3B1,0.036742307,0.041582882,0.022042885,0.04029311,0.03154523,0.030548722
MRGPRD,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005233.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP000439.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP007216.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02584,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ANO1-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LRTOMT,0.02479121,0.029397255,0.021066835,0.0238622,0.02267753,0.021895565
DNAJB13,0.015977116,0.026798451,0.016785495,0.019964026,0.016140815,0.015251516
UCP2,0.034543667,0.03190693,0.023137216,0.024530338,0.035518844,0.041592814
PGM2L1,0.030048884,0.025629178,0.029058542,0.025148597,0.03527795,0.03525188
MAP6,0.022631025,0.023361992,0.019254964,0.02907243,0.015717035,0.015980931
AP000785.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TSKU,0.018383076,0.01496746,0.030137477,0.015673812,0.026592508,0.029532868
AP000793.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SYTL2,0.028479544,0.023201227,0.021708451,0.022084054,0.027543597,0.03561357
CCDC81,0.016568916,0.023073373,0.014293186,0.018472584,0.013479854,0.014201194
PRSS23,0.02602405,0.019282624,0.053004164,0.032218266,0.040753625,0.058123294
TRIM49D2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP000722.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP003171.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C11orf97,0.015370456,0.041044336,0.016990611,0.0148169575,0.018396799,0.017801952
KDM4E,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP003715.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP002428.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CEP126,0.026611516,0.041132644,0.025136583,0.027772248,0.02731135,0.023110792
CFAP300,0.02807606,0.038184788,0.024434093,0.023116317,0.02029627,0.020301284
MMP10,0.012471583,0.01487041,0.050288662,0.013099641,0.019324211,0.028691234
DYNC2H1,0.035912804,0.04253075,0.02706297,0.037024405,0.026741821,0.021713637
AP003043.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DDI1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C11orf87,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
POU2AF1,0.015174521,0.025241232,0.020555666,0.013484227,0.028256591,0.025742317
C11orf88,0.018720668,0.056325328,0.022819638,0.02047877,0.025328266,0.024660401
PIH1D2,0.021678263,0.026611513,0.017797701,0.022022825,0.01679906,0.016244175
CADM1,0.044204067,0.017196994,0.028116046,0.06032382,0.025223205,0.020939471
AP003174.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP000997.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02151,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP006216.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP001554.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TMPRSS4,0.018062428,0.019869642,0.03825705,0.012466104,0.033150792,0.03963217
CCDC153,0.026426205,0.037758403,0.020729847,0.019264167,0.022211276,0.02229419
MCAM,0.017824074,0.012850532,0.028602194,0.018365001,0.013914886,0.015104916
NECTIN1,0.024518622,0.014894649,0.03137681,0.02161326,0.025049184,0.027492085
TRIM29,0.0155057665,0.021829566,0.041132644,0.024193894,0.024945412,0.032973226
OAF,0.02244382,0.0133376,0.03095436,0.017257037,0.021935571,0.026358819
LINC02727,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TMEM225,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR4D5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6T1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10S1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10G6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10G8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10G7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR8B12,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SPA17,0.03349307,0.040956594,0.023426596,0.027152132,0.023088772,0.024322074
NRGN,0.041767217,0.013128187,0.012977572,0.020988546,0.016696965,0.012646454
PKNOX2-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KIRREL3-AS2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP002833.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NTM,0.02897478,0.0139958635,0.014918904,0.06387665,0.019130908,0.012566156
AP001999.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02706,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02697,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02684,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007406.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CACNA1C-AS4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KCNA6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GPR162,0.01590228,0.027139163,0.014943174,0.014539603,0.016443057,0.014728813
LRRC23,0.038402654,0.044774674,0.02586165,0.034109507,0.027005678,0.026285375
PZP,0.01480988,0.0211111,0.012597544,0.017622111,0.014259129,0.015190363
CLEC2B,0.024722762,0.015567434,0.034773603,0.024768792,0.029037789,0.030961752
GPRC5A,0.043873515,0.01953275,0.045619432,0.071561545,0.044511545,0.043247
AC007527.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MGST1,0.060295008,0.04140101,0.051055323,0.045393895,0.05888287,0.05482359
LDHB,0.051255524,0.04233576,0.054532602,0.034848247,0.04521809,0.046947006
CASC1,0.022678046,0.03151984,0.016734412,0.027615463,0.016241271,0.014898207
AC019209.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC022081.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC078776.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC087311.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC140847.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KIF21A,0.035243463,0.040026166,0.04010825,0.035806097,0.030565012,0.03655565
LRRK2,0.056003805,0.015431898,0.017876886,0.031439383,0.024876492,0.020215385
LINC02461,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NELL2,0.017287698,0.023719477,0.018870404,0.015377801,0.013879441,0.01503183
AC004801.5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC65,0.02506709,0.02931202,0.016480133,0.028656935,0.017916983,0.016700136
TUBA1A,0.037899185,0.059360113,0.028974779,0.040086295,0.03309831,0.030823044
AC025154.2,0.020253466,0.016990611,0.033763204,0.022145431,0.034124464,0.036172017
AQP5,0.02740805,0.017797701,0.04992407,0.03377934,0.0447427,0.054545626
LIMA1,0.03930794,0.019365761,0.04525041,0.033243053,0.038448513,0.039085623
GALNT6,0.019130813,0.016964903,0.023949774,0.01719227,0.034348752,0.035983667
AC078865.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRT6A,0.015247877,0.0157779,0.0450103,0.014962463,0.014414414,0.03261316
KRT5,0.013244403,0.017145278,0.05981604,0.013484227,0.026370486,0.032766555
KRT73-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRT76,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGFBP6,0.03255455,0.014761524,0.039863408,0.019682046,0.01827615,0.024524476
HOXC13-AS,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HOXC13,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HOXC12,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HOXC11,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC012531.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HNRNPA1,0.050288666,0.036037594,0.055692162,0.040460777,0.04953541,0.04751639
ZNF385A,0.020919807,0.018383075,0.032453347,0.019029979,0.02116991,0.02168344
AC079310.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NEUROD4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10A7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6C74,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6C3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6C65,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6C70,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6C68,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10P1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DGKA,0.0219665,0.014340964,0.029612001,0.020710636,0.022708923,0.030100316
HSD17B6,0.041401014,0.013724239,0.015186736,0.040630467,0.019728746,0.012830539
GIHCG,0.028036155,0.0359128,0.0262791,0.025892004,0.022929791,0.021743871
AC078814.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
WIF1,0.049060557,0.020039588,0.012827475,0.027851092,0.020598883,0.013352454
AC090023.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02442,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC022511.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CPM,0.046660945,0.019449137,0.022599725,0.05068965,0.024979949,0.020387447
AC078922.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TSPAN8,0.024688613,0.01777135,0.026798451,0.018743204,0.053451292,0.053753573
AC133480.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC090503.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CAPS2,0.028602196,0.025067085,0.020613605,0.031971186,0.02511863,0.021443095
AC068993.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC027288.3,0.030723818,0.014556685,0.013267682,0.052565,0.019379677,0.01568245
MYF5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC093025.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TSPAN19,0.014556686,0.042629324,0.019130811,0.014383706,0.020196125,0.022325112
LRRIQ1,0.024148973,0.056657467,0.020671664,0.03148708,0.025398584,0.022746306
NTS,0.013244403,0.015952153,0.042629324,0.012925957,0.03570193,0.04283892
AC016993.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010196.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02258,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02392,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC084365.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC112481.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC025254.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C12orf74,0.018477228,0.023556326,0.021997025,0.01634889,0.028296951,0.029880058
AC023161.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC084879.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CFAP54,0.0195188,0.034773603,0.016429503,0.024027465,0.020067891,0.014668495
LINC02409,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DRAM1,0.046129167,0.015703477,0.028849797,0.033509076,0.03121259,0.026655134
AC025265.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C12orf75,0.020875853,0.04721705,0.030723814,0.020306136,0.022740355,0.025599742
LINC01486,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TCTN1,0.032178026,0.033439554,0.027139163,0.031534906,0.02817612,0.025957922
RPL6,0.061333194,0.05231504,0.064602174,0.046548046,0.06245827,0.058522586
CFAP73,0.016089668,0.0385497,0.018035853,0.016109891,0.018209323,0.018902222
IQCD,0.020628111,0.028398192,0.016581617,0.019964026,0.0195188,0.019677341
AC010183.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010177.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC078880.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009803.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC084291.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02460,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02423,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC60,0.025293741,0.023982858,0.02496324,0.020248828,0.016028145,0.023889452
RPLP0,0.059816048,0.049746074,0.061333187,0.045766775,0.06025194,0.059830327
PLA2G1B,0.044658493,0.015089123,0.012266211,0.031062232,0.018911522,0.012715397
DYNLL1,0.043657754,0.0764095,0.04652581,0.044003777,0.046226922,0.047961965
MORN3,0.020011194,0.025311269,0.019338023,0.022846334,0.016991328,0.017775593
WDR66,0.021259187,0.038623773,0.025558138,0.023535071,0.020425556,0.019789774
LRRC43,0.016039602,0.021022642,0.012781394,0.014962463,0.01421147,0.012486
HCAR2,0.01902089,0.01766616,0.03680798,0.01929184,0.03504062,0.033340994
HCAR3,0.016670667,0.013384278,0.034600846,0.01634889,0.030204907,0.023988586
DNAH10,0.024249207,0.036742304,0.017456805,0.019597989,0.017811343,0.01516593
AC006065.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02375,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC025252.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02411,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02368,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC061709.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC117373.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC055717.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC026336.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC140118.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC117500.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC148477.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC079031.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC00349,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC00388,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL137001.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GJB2,0.016990613,0.012540245,0.0359128,0.013589721,0.025153436,0.027183851
IFT88,0.034658235,0.03225268,0.025276223,0.03695784,0.026077976,0.023955494
LINC00362,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ATP12A,0.014460664,0.016836658,0.024688609,0.0148169575,0.03822973,0.04036704
LINC00415,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01079,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GSX1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01066,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC00445,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
POSTN,0.018979773,0.013677184,0.036611777,0.021076905,0.01414009,0.016307145
STOML3,0.013302629,0.030004738,0.014436694,0.012374693,0.016165903,0.015410988
MRPS31,0.036037598,0.049398195,0.031858083,0.03394361,0.032786723,0.03036807
RGCC,0.034373302,0.034429897,0.030541427,0.050312698,0.04509755,0.034781907
DGKH,0.030496113,0.028684383,0.036676902,0.037846707,0.031593256,0.03186569
FAM216B,0.015765486,0.04195408,0.01636632,0.017101813,0.018966217,0.01593101
AL589745.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TSC22D1,0.0469358,0.03648234,0.053998105,0.037988223,0.049362916,0.04304138
LPAR6,0.025522705,0.016632471,0.03560507,0.027890632,0.032684103,0.030233713
KCNRG,0.021784084,0.023394272,0.017171126,0.018607594,0.017732346,0.016420778
AL157817.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
